Time,System,BAND,PRN,ROC,MIN_elv,MAX_elv,MEAN_AZI,RH,trop_c,tidal_cor
01-Jan-2023 00:31:00,BDS,CP1P,42,-3926.89037882181,17.6303354956943,22.4218449882254,42.1125449873053,9.47212286101676,0.0255462453264226,0.294213260873529
01-Jan-2023 00:36:00,BDS,CP1P,43,-3920.5956169943,17.6962936630491,22.5108405502253,113.608313248504,9.7370424956977,0.0260594443508921,0.306422540350852
01-Jan-2023 00:38:45,BDS,CP1P,42,-3322.8145952038,15.1556655115208,19.8973492897027,41.0112499611336,9.86785864070969,0.0344062699501215,0.265427631007209
01-Jan-2023 00:43:45,BDS,CP1P,43,-3393.61786421009,15.1207945813305,20.1061540504728,115.759125540547,9.60373373492123,0.0331549210365072,0.281359388828383
01-Jan-2023 00:46:15,BDS,CP1P,42,-2783.85179073319,12.6464239422817,17.4666849487892,40.1652278560302,9.74319287711269,0.0455442488137745,0.234873885161198
01-Jan-2023 00:51:30,BDS,CP1P,43,-2882.84102336284,12.7023659595688,17.5354674990314,117.829030541603,9.46376827776738,0.0437892033021363,0.251736912930188
01-Jan-2023 00:53:45,BDS,CP1P,42,-2277.61794782515,10.1139186621877,14.9893242213167,39.5189784208352,9.63116615682986,0.0639542339735648,0.201655802353161
01-Jan-2023 00:59:30,BDS,CP1P,43,-2369.7904587102,10.1194952399305,14.9596742139216,119.877574047924,9.66932865658587,0.0641950728973661,0.216846534301434
01-Jan-2023 00:31:00,BDS,CP2I,42,-3926.89037882181,17.6303354956943,22.4218449882254,42.1125449873053,9.36242788898261,0.0253476306514973,0.294213260873529
01-Jan-2023 00:36:00,BDS,CP2I,43,-3920.5956169943,17.6962936630491,22.5108405502253,113.608313248504,9.33519174089773,0.0250579960770665,0.306422540350852
01-Jan-2023 00:38:45,BDS,CP2I,42,-3322.8145952038,15.1556655115208,19.8973492897027,41.0112499611336,9.64561578070667,0.033748787989726,0.265427631007209
01-Jan-2023 00:41:15,BDS,CP2I,9,3335.69221383624,7.67481995306352,12.5659653422591,75.2363199649685,9.80686316387517,0.103195281575566,-0.271563955502537
01-Jan-2023 00:43:45,BDS,CP2I,43,-3393.61786421009,15.1207945813305,20.1061540504728,115.759125540547,9.78679563765721,0.0339383370209951,0.281359388828383
01-Jan-2023 00:46:15,BDS,CP2I,42,-2783.85179073319,12.6464239422817,17.4666849487892,40.1652278560302,9.98816923951521,0.0468949062314827,0.234873885161198
01-Jan-2023 00:51:30,BDS,CP2I,43,-2882.84102336284,12.7023659595688,17.5354674990314,117.829030541603,9.36039483712478,0.0434799416803813,0.251736912930188
01-Jan-2023 00:53:45,BDS,CP2I,42,-2277.61794782515,10.1139186621877,14.9893242213167,39.5189784208352,9.42076529225639,0.0627897768614698,0.201655802353161
01-Jan-2023 00:55:00,BDS,CP2I,9,4380.16729260192,10.1249208145069,15.0495529013502,73.7646180604685,10.0215567099895,0.070518949579613,-0.390711563901029
01-Jan-2023 00:59:30,BDS,CP2I,43,-2369.7904587102,10.1194952399305,14.9596742139216,119.877574047924,9.74108666555588,0.0649380897083187,0.216846534301434
