Time,System,BAND,PRN,ROC,MIN_elv,MAX_elv,MEAN_AZI,RH,trop_c,tidal_cor
01-Jan-2023 00:31:00,BDS,Pseudorange,42,-3926.89037882181,17.6303354956943,22.4218449882254,42.1125449873053,9.6624221576245,0.0266411401485254,0.294213260873529
01-Jan-2023 00:38:45,BDS,Pseudorange,42,-3322.8145952038,15.1556655115208,19.8973492897027,41.0112499611336,9.73696093813707,0.0346693605637363,0.265427631007209
01-Jan-2023 00:46:15,BDS,Pseudorange,42,-2783.85179073319,12.6464239422817,17.4666849487892,40.1652278560302,9.43966788374862,0.0450721365079936,0.234873885161198
01-Jan-2023 00:51:30,BDS,Pseudorange,43,-2882.84102336284,12.7023659595688,17.5354674990314,117.829030541603,9.15601108237839,0.0433006672287277,0.251736912930188
01-Jan-2023 00:53:45,BDS,Pseudorange,42,-2277.61794782515,10.1139186621877,14.9893242213167,39.5189784208352,9.43034990937783,0.0639797294782145,0.201655802353161
01-Jan-2023 00:59:30,BDS,Pseudorange,43,-2369.7904587102,10.1194952399305,14.9596742139216,119.877574047924,9.31076108466827,0.063153272683822,0.216846534301434
01-Jan-2023 00:07:45,GALILEO,Pseudorange,4,1702.8499700656,6.81544273284551,11.5330819799249,162.241277351739,9.53347514646388,0.117782846592675,-0.0993311970617292
01-Jan-2023 00:15:15,GALILEO,Pseudorange,4,2120.35629965405,9.22590165997773,14.0628914814009,161.324033369703,9.51368171133506,0.075505544119105,-0.135579915550059
01-Jan-2023 00:22:45,GALILEO,Pseudorange,33,-5544.99682356058,19.5046806101535,24.3714262214448,79.3013831618817,9.45321374322204,0.0212856635400556,0.384346496653319
01-Jan-2023 00:30:00,GALILEO,Pseudorange,4,2953.69971327867,14.2335782467731,19.1086645143673,159.574836691077,9.59475928948612,0.0387572052136207,-0.219343366566277
01-Jan-2023 00:32:45,GALILEO,Pseudorange,33,-4923.12082215724,17.0520157088082,21.8598819269146,82.2638497366625,9.48818105706096,0.0268250230693319,0.374498648545001
01-Jan-2023 00:37:15,GALILEO,Pseudorange,4,3376.72073247402,16.8228669633194,21.6101532578336,158.724817031129,9.54327500002564,0.0295456844545168,-0.266576620929636
01-Jan-2023 00:43:00,GALILEO,Pseudorange,33,-4287.95311523537,14.4995221548524,19.3814500963797,85.3003288253231,9.89216849627276,0.0365421313879448,0.35359746806327
01-Jan-2023 00:53:15,GALILEO,Pseudorange,33,-3654.60940181435,11.9638374500653,16.9299901417608,88.3285112008199,9.89619097220315,0.0497488071486369,0.322594333871983
01-Jan-2023 00:44:15,GPS,Pseudorange,10,-2370.44776026616,12.6327411294426,17.5124561296159,46.4016575206609,9.9262424361746,0.0464297028896699,0.197229698080766
01-Jan-2023 00:50:45,GPS,Pseudorange,10,-1978.06807382947,10.1320368195597,14.9642420238418,46.7791324421902,9.68995790287832,0.0644045223369254,0.171915138207136
01-Jan-2023 00:57:15,GPS,Pseudorange,10,-1591.88812910945,7.6596236741785,12.4394230614557,47.2717587760726,9.71674015247681,0.0985292803324569,0.143855671880398
01-Jan-2023 01:14:45,BDS,Pseudorange,43,-1422.05289811322,5.27153569240319,9.95797955588709,123.53510436109,9.9225716402171,0.171692580041464,0.139862084658726
01-Jan-2023 01:18:45,BDS,Pseudorange,32,1998.52389756031,10.2100113840412,15.0191632039959,207.239889629492,9.53831440962277,0.0667201023838953,-0.199636715183053
01-Jan-2023 01:55:17,BDS,Pseudorange,39,-8550.5842287912,9.40971817467044,14.3926509108391,40.6675076557579,10.6401765110855,0.0745295302021969,0.929039898883658
01-Jan-2023 01:02:00,GALILEO,Pseudorange,24,-3424.82851309914,16.2827464335392,21.0241523031493,216.770487817135,9.66007017586281,0.0297692598575861,0.317585033654638
01-Jan-2023 01:03:30,GALILEO,Pseudorange,33,-3023.23597090733,9.55875834324042,14.3784454940062,91.3404676742533,9.61384484776225,0.069299815569023,0.28251111549223
01-Jan-2023 01:09:15,GALILEO,Pseudorange,24,-2990.9471527024,13.7955624876024,18.6392958362455,215.522507065315,10.155962615107,0.0410665505184546,0.287305206266946
01-Jan-2023 01:17:00,GALILEO,Pseudorange,24,-2541.55084098933,11.1924019799218,16.1156538732929,214.216300942602,9.72466765112395,0.054803791349368,0.252202846473233
01-Jan-2023 01:24:30,GALILEO,Pseudorange,24,-2115.76255204599,8.80475411697181,13.631287032412,212.967197994642,10.110404183217,0.0830782050108869,0.215621133123468
01-Jan-2023 01:03:45,GPS,Pseudorange,10,-1209.01861815017,5.21726253528657,9.94082144488569,47.8712731882645,9.72958573873365,0.0931411656474115,0.113121343037188
01-Jan-2023 01:21:30,GPS,Pseudorange,27,-1535.01852859083,7.67219875249481,12.4334039698945,145.894625508153,9.97176720550641,0.100937607213323,0.154863127821126
01-Jan-2023 01:27:30,GPS,Pseudorange,27,-1177.75363422567,5.32211483848197,10.0429428787109,146.675898120222,10.2484598687386,0.17113236264956,0.121159328920235
01-Jan-2023 01:50:15,GPS,Pseudorange,32,-4510.9084175827,17.6494659778307,22.5463991114254,44.0803417504349,10.1678229755007,0.0267163279456142,0.487324630174328
01-Jan-2023 02:09:09,BDS,Pseudorange,39,-5439.97657716267,6.96388022104006,11.8905761525679,40.0778227633989,10.7917508773665,0.121312783676835,0.594885361093959
01-Jan-2023 02:02:15,GALILEO,Pseudorange,9,2346.81304216829,11.3183634423231,16.1465738988684,188.63985997913,10.637693633163,0.0622326026554401,-0.256247126924066
01-Jan-2023 02:09:30,GALILEO,Pseudorange,9,2771.63110787996,13.982101918414,18.7076413719967,188.793660042375,10.62545057003,0.0447377268875524,-0.303086221583565
01-Jan-2023 02:16:15,GALILEO,Pseudorange,9,3175.35651953722,16.3282468734035,21.3054672611878,188.997401084304,10.3967625913437,0.0337032776781179,-0.346560139525809
01-Jan-2023 02:07:15,GPS,Pseudorange,32,-2924.52420994847,12.58990240546,17.4986322750887,39.7676085177026,10.6502722264559,0.0494878937134526,0.319783894280143
01-Jan-2023 02:15:00,GPS,Pseudorange,32,-2330.76871824748,10.0820937717626,15.017553643619,38.201255329904,10.5014499326111,0.0694118327743958,0.254535009239311
01-Jan-2023 02:22:30,GPS,Pseudorange,32,-1802.85444835494,7.68320211481106,12.425023039684,36.9054563808771,10.5580476809435,0.106468903493001,0.195843755935321
